0.0032,1
0.003204,1
0.003208,1
0.003212,1
0.003216,1
0.00322,1
0.003224,1
0.003228,1
0.003232,1
0.003236,1
0.00324,1
0.003244,1
0.003248,1
0.003252,1
0.003256,1
0.00326,1
0.003264,0
0.003268,0
0.003272,0
0.003276,0
0.00328,0
0.003284,0
0.003288,0
0.003292,0
0.003296,0
0.0033,0
0.003304,0
0.003308,0
0.003312,0
0.003316,0
0.00332,0
0.003324,0
0.003328,1
0.003332,1
0.003336,1
0.00334,1
0.003344,1
0.003348,1
0.003352,1
0.003356,1
0.00336,1
0.003364,1
0.003368,1
0.003372,1
0.003376,1
0.00338,1
0.003384,1
0.003388,1
0.003392,0
0.003396,0
0.0034,0
0.003404,0
0.003408,0
0.003412,0
0.003416,0
0.00342,0
0.003424,0
0.003428,0
0.003432,0
0.003436,0
0.00344,0
0.003444,0
0.003448,0
0.003452,0
0.003456,1
0.00346,1
0.003464,1
0.003468,1
0.003472,1
0.003476,1
0.00348,1
0.003484,1
0.003488,1
0.003492,1
0.003496,1
0.0035,1
0.003504,1
0.003508,1
0.003512,1
0.003516,1
0.00352,0
0.003524,0
0.003528,0
0.003532,0
0.003536,0
0.00354,0
0.003544,0
0.003548,0
0.003552,0
0.003556,0
0.00356,0
0.003564,0
0.003568,0
0.003572,0
0.003576,0
0.00358,0
0.003584,1
0.003588,1
0.003592,1
0.003596,1
0.0036,1
0.003604,1
0.003608,1
0.003612,1
0.003616,1
0.00362,1
0.003624,1
0.003628,1
0.003632,1
0.003636,1
0.00364,1
0.003644,1
0.003648,0
0.003652,0
0.003656,0
0.00366,0
0.003664,0
0.003668,0
0.003672,0
0.003676,0
0.00368,0
0.003684,0
0.003688,0
0.003692,0
0.003696,0
0.0037,0
0.003704,0
0.003708,0
0.003712,1
0.003716,1
0.00372,1
0.003724,1
0.003728,1
0.003732,1
0.003736,1
0.00374,1
0.003744,1
0.003748,1
0.003752,1
0.003756,1
0.00376,1
0.003764,1
0.003768,1
0.003772,1
0.003776,0
0.00378,0
0.003784,0
0.003788,0
0.003792,0
0.003796,0
0.0038,0
0.003804,0
0.003808,0
0.003812,0
0.003816,0
0.00382,0
0.003824,0
0.003828,0
0.003832,0
0.003836,0
0.00384,1
0.003844,1
0.003848,1
0.003852,1
0.003856,1
0.00386,1
0.003864,1
0.003868,1
0.003872,1
0.003876,1
0.00388,1
0.003884,1
0.003888,1
0.003892,1
0.003896,1
0.0039,1
0.003904,0
0.003908,0
0.003912,0
0.003916,0
0.00392,0
0.003924,0
0.003928,0
0.003932,0
0.003936,0
0.00394,0
0.003944,0
0.003948,0
0.003952,0
0.003956,0
0.00396,0
0.003964,0
0.003968,1
0.003972,1
0.003976,1
0.00398,1
0.003984,1
0.003988,1
0.003992,1
0.003996,1
0.004,1
0.004004,1
0.004008,1
0.004012,1
0.004016,1
0.00402,1
0.004024,1
0.004028,1
0.004032,0
0.004036,0
0.00404,0
0.004044,0
0.004048,0
0.004052,0
0.004056,0
0.00406,0
0.004064,0
0.004068,0
0.004072,0
0.004076,0
0.00408,0
0.004084,0
0.004088,0
0.004092,0
0.004096,1
0.0041,1
0.004104,1
0.004108,1
0.004112,1
0.004116,1
0.00412,1
0.004124,1
0.004128,1
0.004132,1
0.004136,1
0.00414,1
0.004144,1
0.004148,1
0.004152,1
0.004156,1
0.00416,0
0.004164,0
0.004168,0
0.004172,0
0.004176,0
0.00418,0
0.004184,0
0.004188,0
0.004192,0
0.004196,0
0.0042,0
0.004204,0
0.004208,0
0.004212,0
0.004216,0
0.00422,0
0.004224,1
